timestamp,x_km,y_km,z_km,vx_km_s,vy_km_s,vz_km_s,name
2025-06-28T11:32:25.907423,6923.969345500648,738.7966696573055,3576.694675754124,-3.0083209495406567,-1.9194908824157604,6.217962971070025,08141U
2025-06-28T11:33:25.907423,6733.205115935158,622.5775847301906,3944.228416433523,-3.348793743223292,-1.9534298964546344,6.030069580248305,08141U
2025-06-28T11:34:25.907423,6522.310683717972,504.49730640283684,4299.944852205806,-3.6791528101837145,-1.981519313731714,5.824169970729877,08141U
2025-06-28T11:35:25.907423,6291.923464844449,384.9094043780221,4642.78279108087,-3.9983869827908207,-2.0036766615273485,5.600912707735486,08141U
2025-06-28T11:36:25.907423,6042.740405090863,264.17180730743985,4971.721643102983,-4.305523593315049,-2.0198390081047783,5.361001719308062,08141U
2025-06-28T11:37:25.907423,5775.51556637489,142.64562587173376,5285.784655626524,-4.5996318017023174,-2.0299630823127157,5.1051934175188185,08141U
2025-06-28T11:38:25.907423,5491.057520615742,20.693971530249684,5584.041969462839,-4.879825691879582,-2.0340253046280274,4.834293627725258,08141U
2025-06-28T11:39:25.907423,5190.2265654600715,-101.31922380983465,5865.613485194846,-5.145267124753728,-2.0320217321161906,4.549154350296879,08141U
2025-06-28T11:40:25.907423,4873.931776841968,-223.03038213388,6129.671530453599,-5.395168338990145,-2.0239679204760557,4.2506703795492395,08141U
2025-06-28T11:41:25.907423,4543.127913769051,-344.0774428153152,6375.443320450382,-5.628794293524144,-2.009898706930444,3.9397758045541194,08141U
2025-06-28T11:42:25.907423,4198.812190978736,-464.1010106609421,6602.213205535707,-5.845464748509304,-1.9898679182184758,3.6174404160493085,08141U
2025-06-28T11:43:25.907423,3842.02093519903,-582.7454841750515,6809.324700990925,-6.04455608398972,-1.9639480083353211,3.2846660428921095,08141U
2025-06-28T11:44:25.907423,3473.8261406897427,-699.6601600047002,6996.182295630134,-6.225502857953446,-1.9322296309497606,2.9424828404284216,08141U
2025-06-28T11:45:25.907423,3095.331939547932,-814.5003098342224,7162.2530370837085,-6.387799107546641,-1.8948211516116276,2.5919455518322536,08141U
2025-06-28T11:46:25.907423,2707.671001953171,-926.9282263088467,7307.067892837904,-6.53099939907548,-1.8518481049448041,2.2341297619601583,08141U
2025-06-28T11:47:25.907423,2312.0008811215744,-1036.6142348796207,7430.222887207778,-6.654719633979069,-1.8034526020144244,1.870128161614468,08141U
2025-06-28T11:48:25.907423,1909.5003172519323,-1143.2376687692365,7531.380015418177,-6.758637619213817,-1.7497926929683216,1.5010468383716211,08141U
2025-06-28T11:49:25.907423,1501.365514200365,-1246.4878045567664,7610.267936856776,-6.842493411450353,-1.691041689893759,1.1280016083579407,08141U
2025-06-28T11:50:25.907423,1088.8064020307618,-1346.0647561646385,7666.6824503451735,-6.906089445157759,-1.6273874546128715,0.7521144015938068,08141U
2025-06-28T11:51:25.907423,673.0428979725028,-1441.680325300908,7700.486754952033,-6.949290455055008,-1.5590316558767825,0.37450971182050985,08141U
2025-06-28T11:52:25.907423,255.30117769109088,-1533.0588066616742,7711.611500452367,-6.972023203569823,-1.4861890001220295,-0.003688879888900284,08141U
2025-06-28T11:53:25.907423,-163.19003184739873,-1619.937746431525,7700.054632026649,-6.974276023890385,-1.4090864396359926,-0.38136209992340747,08141U
2025-06-28T11:54:25.907423,-581.2031272461059,-1702.0686528329838,7665.881034202407,-6.956098188958015,-1.3279623616531717,-0.7573982888606396,08141U
2025-06-28T11:55:25.907423,-997.5152611985542,-1779.2176576702918,7609.221979378874,-6.917599116364989,-1.2430657615815037,-1.130696614830763,08141U
2025-06-28T11:56:25.907423,-1410.9119231361965,-1851.166127988339,7530.274386553701,-6.858947418627058,-1.1546554032482015,-1.500170189220913,08141U
2025-06-28T11:57:25.907423,-1820.1904590030667,-1917.7112271261637,7429.299896100166,-6.780369807731318,-1.0629989687654282,-1.864749081244601,08141U
2025-06-28T11:58:25.907423,-2224.163521648058,-1978.666424587569,7306.623766634649,-6.682149862251366,-0.9683722003546376,-2.223383228545856,08141U
2025-06-28T11:59:25.907423,-2621.6624437798046,-2033.8619542812164,7162.633600177244,-6.564626664705198,-0.8710580362393616,-2.5750452414869036,08141U
2025-06-28T12:00:25.907423,-3011.5405258491437,-2083.1452208011942,6997.777901952554,-6.428193316236287,-0.771345742523181,-2.9187330990941156,08141U
2025-06-28T12:01:25.907423,-3392.6762316137706,-2126.3811535288305,6812.564481310624,-6.2732953351485925,-0.6695300428138499,-3.2534727348284362,08141U
2025-06-28T12:02:25.907423,-3763.9762845014898,-2163.4525084395505,6607.558700376285,-6.1004289453435305,-0.5659102472366453,-3.5783205104228846,08141U
2025-06-28T12:03:25.907423,-4124.378658230025,-2194.2601175973177,6383.381577164163,-5.910139260305106,-0.46078938239788725,-3.8923655760159277,08141U
2025-06-28T12:04:25.907423,-4472.855455465715,-2218.7230864150947,6140.707750029056,-5.7030183679702775,-0.35447332381125596,-4.19473211472732,08141U
2025-06-28T12:05:25.907423,-4808.415668616857,-2236.7789388549013,5880.263310461609,-5.479703321611366,-0.24726993228130464,-4.484581469696797,08141U
2025-06-28T12:06:25.907423,-5130.107817168563,-2248.383710836809,5602.8235113846995,-5.240874041745285,-0.13948819574506405,-4.761114151461477,08141U
2025-06-28T12:07:25.907423,-5437.022456276057,-2253.5119922233894,5309.210358259214,-4.987251134070197,-0.03143737809989851,-5.023571723403679,08141U
2025-06-28T12:08:25.907423,-5728.294551650495,-2252.156917845754,5000.290090465827,-4.719593628505339,0.07657382341250896,-5.271238562879236,08141U
2025-06-28T12:09:25.907423,-6003.105716098597,-2244.3301081396935,4676.9705605893705,-4.438696644565392,0.18423811064545498,-5.503443495554208,08141U
2025-06-28T12:10:25.907423,-6260.686303418854,-2230.0615600655256,4340.198519391578,-4.145388988523603,0.291250405135193,-5.719561300449842,08141U
2025-06-28T12:11:25.907423,-6500.317355714826,-2209.3994890929794,3990.956814411956,-3.840530688094033,0.397308655111089,-5.919014083232834,08141U
2025-06-28T12:12:25.907423,-6721.332400562298,-2182.4101231421987,3630.261510281392,-3.5250104706763894,0.5021146271568289,-6.101272515399058,08141U
2025-06-28T12:13:25.907423,-6923.119094862134,-2149.177449482878,3259.1589389638916,-3.1997431915402266,0.6053746807187024,-6.265856937188339,08141U
2025-06-28T12:14:25.907423,-7105.120712624579,-2109.8029157048636,2878.722688254516,-2.8656672186620162,0.7068005236399308,-6.412338322337479,08141U
2025-06-28T12:15:25.907423,-7266.837474362023,-2064.405085983966,2490.050536951624,-2.5237417812519545,0.8061099469019242,-6.540339103126869,08141U
2025-06-28T12:16:25.907423,-7407.8277162138975,-2013.1192539750007,2094.261345185144,-2.1749442893016226,0.9030275367767292,-6.649533854598196,08141U
2025-06-28T12:17:25.907423,-7527.708897387052,-1956.0970137689987,1692.491908415766,-1.8202676317335729,0.9972853626416429,-6.739649837310443,08141U
2025-06-28T12:18:25.907423,-7626.158444963117,-1893.505790451659,1285.8937836211467,-1.460717460927921,1.0886236387774981,-6.810467398548597,08141U
2025-06-28T12:19:25.907423,-7702.9144355981925,-1825.5283318940917,875.6300961501422,-1.097309471525946,1.1767913585670708,-6.861820232493899,08141U
2025-06-28T12:20:25.907423,-7757.7761141145575,-1752.3621634937333,462.872335655573,-0.7310666814595267,1.2615468996283434,-6.8935955004928315,08141U
2025-06-28T12:21:25.907423,-7790.6042494543135,-1674.2190076613997,48.7971494071799,-0.3630167231194481,1.3426585985578912,-6.905733813210997,08141U
2025-06-28T12:22:25.907423,-7801.321328926302,-1591.3241699192304,-365.4168588588458,0.005810847547794464,1.4199052941201695,-6.898229077112819,08141U
2025-06-28T12:23:25.907423,-7789.911592125393,-1503.9158935325245,-778.5923165796876,0.3743872164392918,1.4930768378966313,-6.871128208353983,08141U
2025-06-28T12:24:25.907423,-7756.420906332127,-1412.244684645668,-1189.5562487376972,0.7416869439194388,1.561974571600943,-6.8245307177957395,08141U
2025-06-28T12:25:25.907423,-7700.956485606582,-1316.5726099279889,-1597.143215455873,1.1066905577873394,1.6264117704698502,-6.758588171434269,08141U
2025-06-28T12:26:25.907423,-7623.686456168802,-1217.1725687590395,-2000.1984135877399,1.4683871001807476,1.686214052349375,-6.673503531070271,08141U
2025-06-28T12:27:25.907423,-7524.839271005031,-1114.327541994627,-2397.580735376161,1.8257766225574046,1.7412197523089588,-6.569530380511384,08141U
2025-06-28T12:28:25.907423,-7404.702976951427,-1008.329819354843,-2788.1657775817157,2.1778726235094616,1.7912802628275177,-6.446972042990731,08141U
2025-06-28T12:29:25.907423,-7263.624337781696,-899.4802074638383,-3170.8487948237344,2.5237044248366267,1.8362603398009691,-6.306180595789426,08141U
2025-06-28T12:30:25.907423,-7102.00781706027,-788.0872205487937,-3544.547591231191,2.8623194820167277,1.876038374815888,-6.147555788260226,08141U
2025-06-28T12:31:25.907423,-6920.314424716804,-674.4662557731087,-3908.205344861303,3.192785625955109,1.9105066343147903,-5.971543869557323,08141U
2025-06-28T12:32:25.907423,-6719.060431449951,-558.9387551374936,-4260.793359704399,3.5141932336515405,1.939571466440528,-5.77863633237926,08141U
2025-06-28T12:33:25.907423,-6498.815955178863,-441.83135583318995,-4601.3137404502995,3.825657326180564,1.9631534764870175,-5.569368578924506,08141U
2025-06-28T12:34:25.907423,-6260.203423830393,-323.47503087587364,-4928.801985536077,4.126319593121045,1.9811876719972674,-5.344318515043844,08141U
2025-06-28T12:35:25.907423,-6003.895918780644,-204.20422178804674,-5242.329494324049,4.415350343277794,1.9936235786343637,-5.1041050782506465,08141U
2025-06-28T12:36:25.907423,-5730.615403262601,-84.35596503343774,-5541.00598456597,4.6919503821963096,2.000425328004268,-4.849386704824511,08141U
2025-06-28T12:37:25.907423,-5441.130840012007,35.73098615867315,-5823.981816589125,4.955352817564066,2.001571718628773,-4.580859740722339,08141U
2025-06-28T12:38:25.907423,-5136.256202354256,155.71704300677072,-6090.450220888219,5.204824794103473,1.9970562512511947,-4.299256800402078,08141U
2025-06-28T12:39:25.907423,-4816.84838284094,275.26266391901487,-6339.649426019242,5.439669159978411,1.9868871396058658,-4.005345076979711,08141U
2025-06-28T12:40:25.907423,-4483.805003431676,394.02923731399056,-6570.864683864353,5.659226067044224,1.9710872976946905,-3.699924606392495,08141U
2025-06-28T12:41:25.907423,-4138.062131090765,511.67996312387777,-6783.43018946694,5.862874507458607,1.9496943044909376,-3.3838264874468664,08141U
2025-06-28T12:42:25.907423,-3780.591902535571,627.8807316292582,-6976.730892722299,6.050033789228419,1.9227603468331569,-3.0579110588042626,08141U
2025-06-28T12:43:25.907423,-3412.400061742282,742.3009983107426,-7150.204199249468,6.22016495318646,1.8903521410831314,-2.7230660331222976,08141U
2025-06-28T12:44:25.907423,-3034.523413691636,854.6146534274388,-7303.341557764652,6.372772133667855,1.8525508339037733,-2.380204587741616,08141U
2025-06-28T12:45:25.907423,-2648.027197730327,964.5008850444508,-7435.6899312267005,6.507403864785029,1.8094518822700212,-2.030263410512551,08141U
2025-06-28T12:46:25.907423,-2254.0023838416987,1071.6450342297446,-7546.853148932429,6.623654333683218,1.7611649125624291,-1.6742006986126183,08141U
2025-06-28T12:47:25.907423,-1853.5628950687155,1175.7394411240628,-7636.4931366077435,6.721164581498905,1.707813558314816,-1.3129941075382008,08141U
2025-06-28T12:48:25.907423,-1447.8427593230058,1276.4842805548208,-7704.331021373673,6.799623651947743,1.6495352759002395,-0.9476386468859396,08141U
2025-06-28T12:49:25.907423,-1037.9931938489162,1373.5883858169175,-7750.148108271006,6.858769686547533,1.5864811371500156,-0.5791445190897555,08141U
2025-06-28T12:50:25.907423,-625.1796257057503,1466.770059177942,-7773.786724808945,6.8983909644479295,1.5188155976167925,-0.2085348969766288,08141U
2025-06-28T12:51:25.907423,-210.57865178052722,1555.757867585549,-7775.150929772168,6.91832688371143,1.4467162389213786,0.16315636414109752,08141U
2025-06-28T12:52:25.907423,204.625057937791,1640.2914219589497,-7754.2070822841515,6.918468879688761,1.370373483373387,0.5348870840808319,08141U
2025-06-28T12:53:25.907423,619.2419098058486,1720.1221383377122,-7710.984266894582,6.898761274881584,1.289990278835383,0.9056091891246904,08141U
2025-06-28T12:54:25.907423,1032.080584319438,1795.0139790399296,-7645.574570245358,6.859202053413825,1.205781751617851,1.274271220647021,08141U
2025-06-28T12:55:25.907423,1441.951277446276,1864.7441718513717,-7558.133204685464,6.799843551969732,1.1179748250557047,1.6398209239533774,08141U
2025-06-28T12:56:25.907423,1847.6689801866635,1929.103905129404,-7448.878474062344,6.720793057835253,1.0268078013344848,2.001207919375992,08141U
2025-06-28T12:57:25.907423,2248.056790477779,1987.8989965641963,-7318.091576828573,6.622213303533274,0.9325299041123033,2.3573864565806044,08141U
2025-06-28T12:58:25.907423,2641.9492509176303,2040.9505331977866,-7166.116241581159,6.5043228465084395,0.8354007795290246,2.7073182517365204,08141U
2025-06-28T12:59:25.907423,3028.1957050881815,2088.0954801637067,-6993.358190207815,6.367396321429286,0.73568995331155,3.0499754057010517,08141U
2025-06-28T13:00:25.907423,3405.6636645090616,2129.1872554796882,-6800.284423963493,6.211764551969433,0.6336762418780897,3.3843433996853505,08141U
2025-06-28T13:01:25.907423,3773.2421774682775,2164.096268108504,-6587.422328049727,6.03781450843917,0.5296471156165199,3.7094241630283236,08141U
2025-06-28T13:02:25.907423,4129.845190163853,2192.710416401604,-6355.35859063067,5.845989097395154,0.4238980128637838,4.024239205734512,08141U
2025-06-28T13:03:25.907423,4474.41488976798,2214.9355439618416,-6104.737932698926,5.636786769386574,0.3167316035430369,4.327832806367977,08141U
2025-06-28T13:04:25.907423,4805.925018208246,2230.69584990985,-5836.261645807383,5.410760931324076,0.2084570019198274,4.619275243775768,08141U
2025-06-28T13:05:25.907423,5123.384144666663,2239.9342505179343,-5550.685935414105,5.168519150600801,0.0993889285130829,4.897666058985164,08141U
2025-06-28T13:06:25.907423,5425.838884047285,2242.6126891901445,-5248.82006844473,4.910722139063295,-0.01015317816707435,5.1621373315279175,08141U
2025-06-28T13:07:25.907423,5712.377047974673,2238.712391820886,-4931.524324660081,4.638082506228938,-0.1198460986931613,5.411856952439801,08141U
2025-06-28T13:08:25.907423,5982.130714280927,2228.234064660489,-4599.707752518561,4.351363272770232,-0.22936381651379079,5.646031874318599,08141U
2025-06-28T13:09:25.907423,6234.279200436005,2211.198031956782,-4254.325731435833,4.051376137224205,-0.3383785456157492,5.863911317147854,08141U
2025-06-28T13:10:25.907423,6468.051925995992,2187.644310828737,-3896.3773436548527,3.738979491114324,-0.446561798431583,6.064789907158852,08141U
2025-06-28T13:11:25.907423,6682.7311489022195,2157.6326210622137,-3526.902560334211,3.4150761801654475,-0.553585489599642,6.248010724854642,08141U
2025-06-28T13:12:25.907423,6877.654560379145,2121.2423277985117,-3146.9792479213684,3.080611012009089,-0.6591230704334465,6.412968237502447,08141U
2025-06-28T13:13:25.907423,7052.217723261668,2078.572315412425,-2757.7200023814007,2.736568013673613,-0.7628506882434842,6.559111090948972,08141U
2025-06-28T13:14:25.907423,7205.876338845634,2029.7407912452873,-2360.268820376196,2.3839674451775346,-0.8644483639950487,6.6859447355584845,08141U
2025-06-28T13:15:25.907423,7338.148327804697,1974.88501826656,-1955.7976180098262,2.0238625786368205,-0.9636011811969533,6.793033861435832,08141U
2025-06-28T13:16:25.907423,7448.615711356121,1914.160976180193,-1545.502609246647,1.6573362553963957,-1.0600004784137307,6.880004618888153,08141U
2025-06-28T13:17:25.907423,7536.9262796875655,1847.7429509635979,-1130.600557542042,1.285497236735847,-1.1533450373925718,6.9465466013007315,08141U
2025-06-28T13:18:25.907423,7602.795035670517,1775.8230533211977,-712.3249155760406,0.9094763666147793,-1.2433422585078902,6.992414569244964,08141U
2025-06-28T13:19:25.907423,7646.005403075831,1698.6106670437541,-291.9218692200035,0.5304225676475803,-1.3297093150609804,7.017429896679133,08141U
2025-06-28T13:20:25.907423,7666.41018985915,1616.3318287812644,129.3536970276341,0.14949869396889667,-1.4121742779366313,7.021481722514489,08141U
2025-06-28T13:21:25.907423,7663.932298581666,1529.2285412528413,550.2422949513524,-0.23212273318797574,-1.4904772022167851,7.004527793558825,08141U
2025-06-28T13:22:25.907423,7638.565177654172,1437.5580224231646,969.4839689165358,-0.6132638795790288,-1.5643711675838903,6.96659498786637,08141U
2025-06-28T13:23:25.907423,7590.37300881581,1341.5918936635173,1385.8224540172887,-0.9927460126890151,-1.633623264710809,6.907779510758341,08141U
2025-06-28T13:24:25.907423,7519.490628056816,1241.6153103778079,1798.0093361599877,-1.3693939471516556,-1.698015520323619,6.828246759167666,08141U
2025-06-28T13:25:25.907423,7426.123179038382,1137.9260390026336,2204.8081940055617,-1.7420404903847242,-1.7573457542292543,6.728230853435105,08141U
2025-06-28T13:26:25.907423,7310.545499923953,1030.8334846786354,2604.9987027455663,-2.1095308579494407,-1.8114283623088496,6.608033839169915,08141U
2025-06-28T13:27:25.907423,7173.101246383504,920.657674231573,2997.3806799542026,-2.470727028589521,-1.8600950202751663,6.468024565214607,08141U
2025-06-28T13:28:25.907423,7014.201755339844,807.7281993924054,3380.7780542294204,-2.8245120098032883,-1.9031953038604075,6.308637247050746,08141U
2025-06-28T13:29:25.907423,6834.32465574578,692.3831254095086,3754.0427380421115,-3.169793986166273,-1.9405972220248882,6.130369728067064,08141U
2025-06-28T13:30:25.907423,6634.012234370751,574.9678704165294,4116.058386953569,-3.505510324244564,-1.972187660717196,5.93378145400342,08141U
2025-06-28T13:31:25.907423,6413.869565990339,455.8340609657969,4465.744028613074,-3.8306314102317027,-1.997872735704826,5.719491178311516,08141U
2025-06-28T13:32:25.907423,6174.562418878833,335.3383692808361,4802.057545823879,-4.144164298551739,-2.0175780539183434,5.488174418477485,08141U
2025-06-28T13:33:25.907423,5916.814947623274,213.8413377104889,5123.998999480736,-4.445156152497001,-2.0312488837024656,5.240560685036182,08141U
2025-06-28T13:34:25.907423,5641.407186380127,91.70619584453394,5430.6137784463945,-4.732697460649104,-2.0388502352339963,4.977430506434632,08141U
2025-06-28T13:35:25.907423,5349.172356557826,-30.702324367235033,5720.995564911666,-5.005925015751664,-2.040366853184959,4.699612273844618,08141U
2025-06-28T13:36:25.907423,5040.9940036027665,-153.0191703060123,5994.2891052689065,-5.264024645632191,-2.035803124446284,4.407978930559976,08141U
2025-06-28T13:37:25.907423,4717.802978081981,-274.88014219550064,6249.692778029454,-5.506233688673813,-2.0251829043753338,4.103444530742134,08141U
2025-06-28T13:38:25.907423,4380.574276593515,-395.9230536777764,6486.460951808395,-5.731843209156459,-2.0085492655809127,3.7869606920174985,08141U
2025-06-28T13:39:25.907423,4030.323758207121,-515.788874959483,6703.906127859484,-5.9401999504625405,-1.9859641737065117,3.4595129658161112,08141U
2025-06-28T13:40:25.907423,3668.1047521535006,-634.1228543189512,6901.400863049415,-6.130708026627091,-1.9575080950140806,3.1221171484114767,08141U
2025-06-28T13:41:25.907423,3295.0045723538465,-750.5756140655466,7078.379470496513,-6.30283035496637,-1.923279540807424,2.775815554421358,08141U
2025-06-28T13:42:25.907423,2912.1409541303524,-864.8042173523646,7234.339496349798,-6.456089834510179,-1.8833945538696955,2.421673273109674,08141U
2025-06-28T13:43:25.907423,2520.658428079031,-976.4732025569276,7368.842972339475,-6.590070276670606,-1.837986142129746,2.0607744262419523,08141U
2025-06-28T13:44:25.907423,2121.724645638095,-1085.2555822558302,7481.517444781857,-6.704417095990924,-1.7872036647254081,1.6942184445448434,08141U
2025-06-28T13:45:25.907423,1716.5266703670095,-1190.8338041235002,7572.056781665955,-6.798837769930059,-1.7312121755084176,1.3231163780568278,08141U
2025-06-28T13:46:25.907423,1306.2672483808144,-1292.9006713787312,7640.221760285635,-6.87310207745699,-1.6701917288470645,0.9485872538810382,08141U
