timestamp,x_km,y_km,z_km,vx_km_s,vy_km_s,vz_km_s,name
2025-06-29T12:43:32.997776,1742.38360413425,-6748.555609876224,0.004053310800017611,4.704171291017363,1.2187539797939213,5.795927050367095,GEESAT-3 05
2025-06-29T12:44:32.997776,2020.7376781641062,-6661.166642955701,347.5128538322185,4.571033422837397,1.693185061006941,5.783598518966675,GEESAT-3 05
2025-06-29T12:45:32.997776,2290.518318857311,-6545.51610127673,693.5432313375624,4.418489934610384,2.160472160502077,5.746662937406969,GEESAT-3 05
2025-06-29T12:46:32.997776,2550.5802030082386,-6402.092596976613,1036.6228636389285,4.247188375331211,2.618621763928092,5.685274567925827,GEESAT-3 05
2025-06-29T12:47:32.997776,2799.8192990743555,-6231.503223091316,1375.2918542221842,4.0578571026198595,3.065679496294793,5.599693225432469,GEESAT-3 05
2025-06-29T12:48:32.997776,3037.177619535337,-6034.470943441288,1708.1090318688953,3.8513020067914994,3.499738822594109,5.490283079943576,GEESAT-3 05
2025-06-29T12:49:32.997776,3261.6477654826967,-5811.831467926069,2033.658163243603,3.6284028636909276,3.9189494915251206,5.357510950129676,GEESAT-3 05
2025-06-29T12:50:32.997776,3472.2772419222188,-5564.529630110491,2350.5540483685895,3.390109342590783,4.3215256726710365,5.201944103584125,GEESAT-3 05
2025-06-29T12:51:32.997776,3668.1725239297693,-5293.615286840728,2657.4484699626228,3.1374366981031607,4.70575374174599,5.024247583782719,GEESAT-3 05
2025-06-29T12:52:32.997776,3848.5028556007737,-5000.238762212903,2953.0359689203774,2.8714611770916503,5.069999673410298,4.825181087534858,GEESAT-3 05
2025-06-29T12:53:32.997776,4012.503765638996,-4685.645860497125,3236.0594197236146,2.5933151729585036,5.412716006491415,4.60559541994955,GEESAT-3 05
2025-06-29T12:54:32.997776,4159.48028540001,-4351.172474573063,3505.315381265514,2.304182160408108,5.732448352074988,4.366428556485962,GEESAT-3 05
2025-06-29T12:55:32.997776,4288.809857199797,-3998.2388180466114,3759.6592003956607,2.0052914438641545,6.0278414206718764,4.108701343488082,GEESAT-3 05
2025-06-29T12:56:32.997776,4399.94492268128,-3628.343310487369,3998.0098474119213,1.6979127521762873,6.297644550347441,3.8335128697006855,GEESAT-3 05
2025-06-29T12:57:32.997776,4492.415182964721,-3243.05614616176,4219.354464693307,1.3833507111492003,6.540716723149363,3.5420355416416407,GEESAT-3 05
2025-06-29T12:58:32.997776,4565.829524159916,-2844.0125772541305,4422.752611642549,1.0629392238367006,6.756031062232617,3.2355098954002512,GEESAT-3 05
2025-06-29T12:59:32.997776,4619.877603562767,-2432.9059428930404,4607.340191048822,0.7380357865548444,6.942678806617951,2.915239176505073,GEESAT-3 05
2025-06-29T13:00:32.997776,4654.331093473417,-2011.4804753692108,4772.333043853182,0.41001576628752984,7.099872764416111,2.582583718042073,GEESAT-3 05
2025-06-29T13:01:32.997776,4669.044581044522,-1581.5239147821483,4917.030201072246,0.08026666269325561,7.22695024852052,2.238955145306375,GEESAT-3 05
2025-06-29T13:02:32.997776,4663.956123887655,-1144.8599630337217,5040.816783284094,-0.24981762460759496,7.323375501157425,1.8858104330577885,GEESAT-3 05
2025-06-29T13:03:32.997776,4639.087462333198,-703.3406076432564,5143.166539588597,-0.5788425052673596,7.388741615265546,1.5246458390469262,GEESAT-3 05
2025-06-29T13:04:32.997776,4594.543890260048,-258.83834534129824,5223.644019312871,-0.9054183680917152,7.42277196146721,1.1569907350185005,GEESAT-3 05
2025-06-29T13:05:32.997776,4530.513787299493,186.7616651455659,5281.906370940682,-1.2281661977531777,7.425321129436606,0.7844013540131911,GEESAT-3 05
2025-06-29T13:06:32.997776,4447.267815990217,631.5694922349228,5317.7047638105,-1.5457231262398345,7.3963753918456145,0.40845447060335693,GEESAT-3 05
2025-06-29T13:07:32.997776,4345.157788142624,1073.6983341431026,5330.885429065018,-1.8567479082410845,7.336052697879529,0.030741028827182517,GEESAT-3 05
2025-06-29T13:08:32.997776,4224.615205286653,1511.2724070306847,5321.3903171678585,-2.1599263105051487,7.244602201694712,-0.34714026887242366,GEESAT-3 05
2025-06-29T13:09:32.997776,4086.149478658134,1942.4347908928075,5289.257370058832,-2.4539764055408506,7.122403329286757,-0.7235893993641948,GEESAT-3 05
2025-06-29T13:10:32.997776,3930.3458347536443,2365.3552056047183,5234.620406729575,-2.7376537598765283,6.969964385213003,-1.097011471281244,GEESAT-3 05
2025-06-29T13:11:32.997776,3757.862913083719,2778.2376895626803,5157.708621702078,-3.009756506447541,6.787920698635522,-1.4658231801362922,GEESAT-3 05
2025-06-29T13:12:32.997776,3569.430063406124,3179.328153273732,5058.845696619577,-3.2691302896047834,6.577032306386443,-1.8284592532953587,GEESAT-3 05
2025-06-29T13:13:32.997776,3365.8443504502484,3566.9217800601214,4938.44852594815,-3.5146730697814696,6.338181169365882,-2.1833788707241943,GEESAT-3 05
2025-06-29T13:14:32.997776,3147.967274969713,3939.3702457857476,4797.0255586708,-3.745339773107341,6.072367917706847,-2.529072045644735,GEESAT-3 05
2025-06-29T13:15:32.997776,2916.7212208997857,4295.088729213722,4635.174758863056,-3.960146769312633,5.780708119906064,-2.864065947040037,GEESAT-3 05
2025-06-29T13:16:32.997776,2673.085639455023,4632.562684314586,4453.581189192339,-4.158176159232249,5.464428071618068,-3.1869311434298457,GEESAT-3 05
2025-06-29T13:17:32.997776,2418.0929821869204,4950.354345603757,4253.01422270085,-4.33857985121408,5.124860101112993,-3.4962877446162417,GEESAT-3 05
